customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0172,Male,1,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.72,756.58,No
CUST-0173,Male,0,Yes,Yes,59,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.75,3576.13,No
CUST-0174,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,45.07,1205.04,No
CUST-0175,Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.09,1379.37,No
CUST-0176,Female,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.73,674.28,No
CUST-0177,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,151.13,No
CUST-0178,Male,0,Yes,No,55,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,57.78,3159.6,No
CUST-0179,Male,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.37,1492.93,No
CUST-0180,Male,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.14,30.62,No
CUST-0181,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.15,4733.49,Yes
CUST-0182,Male,0,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,59.22,3377.11,No
CUST-0183,Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.17,3364.01,No
CUST-0184,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.06,850.61,No
CUST-0185,Male,1,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,61.69,2148.53,Yes
CUST-0186,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),52.07,1871.96,No
CUST-0187,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,50.09,872.56,No
CUST-0188,Male,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.96,3470.45,No
CUST-0189,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,71.55,1509.49,No
CUST-0190,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.74,1016.79,No
CUST-0191,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.97,1079.84,No
CUST-0192,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),58.16,3245.35,Yes
CUST-0193,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),33.32,83.97,No
CUST-0194,Male,0,Yes,No,6,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.03,356.31,No
CUST-0195,Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),54.71,3294.04,No
CUST-0196,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,70.64,3753.27,No
CUST-0197,Female,0,No,No,67,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,44.52,,No
CUST-0198,Female,0,Yes,No,0,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),53.25,3.89,No
CUST-0199,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.54,999.79,No
CUST-0200,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.25,139.69,Yes
CUST-0201,Male,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.0,2545.62,No
CUST-0202,Female,0,Yes,Yes,0,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,52.68,0.0,No
CUST-0203,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,72.51,2700.84,No
CUST-0204,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.41,797.19,No
CUST-0205,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.38,169.1,No
CUST-0206,Male,1,No,No,20,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.69,1052.01,No
CUST-0207,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.5,5865.12,No
CUST-0208,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.44,3026.49,No
CUST-0209,Female,0,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.09,2301.66,No
CUST-0210,Male,0,Yes,No,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),58.04,1974.41,No
CUST-0211,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.35,4585.96,No
CUST-0212,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,70.73,4826.26,No
CUST-0213,Male,0,No,Yes,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,58.4,0.62,Yes
CUST-0214,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.45,1494.32,No
CUST-0215,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,54.67,593.84,No
CUST-0216,Male,1,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.14,4504.03,No
CUST-0217,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.87,522.83,No
CUST-0218,Male,1,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),81.13,4460.42,No
CUST-0219,Female,0,Yes,No,22,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,43.3,950.21,No
CUST-0220,Male,0,No,Yes,24,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,50.87,1219.15,No
CUST-0221,Male,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.08,1693.99,Yes
CUST-0222,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),59.11,3538.71,No
CUST-0223,Female,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),75.53,4670.73,No
CUST-0224,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),59.4,3047.57,No
CUST-0225,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.71,521.29,No
CUST-0226,Female,1,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,52.38,2827.73,No
CUST-0227,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),71.97,3245.36,Yes
CUST-0228,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),62.01,1912.42,No
CUST-0229,Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,48.9,2648.1,No
CUST-0230,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),65.27,257.25,No
CUST-0231,Female,0,No,No,35,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,70.3,2471.76,No
CUST-0232,Female,0,No,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,848.66,No
CUST-0233,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.15,1552.06,No
CUST-0234,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,70.26,2667.57,No
CUST-0235,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,67.97,4071.15,No
CUST-0236,Female,1,No,No,8,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,49.87,406.67,No
CUST-0237,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,68.44,340.72,No
CUST-0238,Female,0,Yes,Yes,34,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,59.69,2034.12,No
CUST-0239,Male,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.74,2700.78,No
CUST-0240,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.17,1040.48,No
CUST-0241,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.81,3861.6,No
CUST-0242,Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,56.48,220.5,Yes
CUST-0243,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.12,1198.51,No
CUST-0244,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),72.12,4767.86,No
CUST-0245,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.77,685.42,No
CUST-0246,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,70.31,3939.34,No
CUST-0247,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.71,5669.04,No
CUST-0248,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),58.82,1650.27,No
CUST-0249,Male,1,Yes,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,47.46,1696.77,No
CUST-0250,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,201.85,No
CUST-0251,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,66.67,2044.18,No
CUST-0252,Male,1,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.04,1127.86,No
CUST-0253,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),76.93,1678.82,Yes
CUST-0254,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.4,1534.97,No
CUST-0255,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,294.54,No
CUST-0256,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),69.33,4494.63,No
CUST-0257,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,54.8,285.35,No
CUST-0258,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.36,1292.49,No
CUST-0259,Female,1,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.87,1521.46,No
CUST-0260,Male,0,Yes,No,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.25,1535.92,No
CUST-0261,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.52,776.24,No
CUST-0262,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.17,2187.63,No
CUST-0263,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.8,1319.51,No
CUST-0264,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.3,212.46,No
CUST-0265,Male,0,No,No,35,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.08,2555.62,No
CUST-0266,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.44,1095.08,No
CUST-0267,Female,0,No,No,72,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,60.29,4359.52,No
CUST-0268,Female,1,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.75,646.16,No
CUST-0269,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,67.16,,No
CUST-0270,Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.34,2981.68,No
CUST-0271,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),51.51,2373.21,No
CUST-0272,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),83.79,1499.59,No
CUST-0273,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,62.01,863.67,No
CUST-0274,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.93,1807.83,No
CUST-0275,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.41,1290.94,Yes
CUST-0276,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.14,1847.61,No
CUST-0277,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,76.37,608.9,No
CUST-0278,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.56,4159.71,Yes
CUST-0279,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.98,2463.86,No
CUST-0280,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),56.96,3470.13,No
CUST-0281,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.18,518.39,No
CUST-0282,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.43,5629.1,No
CUST-0283,Female,0,Yes,No,39,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,47.66,1858.8,No
CUST-0284,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.32,3887.6,No
CUST-0285,Female,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,63.6,4076.91,No
CUST-0286,Male,1,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,488.73,No
CUST-0287,Male,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),72.54,3563.06,No
CUST-0288,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.89,485.12,No
CUST-0289,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,64.76,8.87,No
CUST-0290,Female,1,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.26,679.42,No
CUST-0291,Male,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,60.85,2852.67,No
CUST-0292,Male,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.53,1666.91,No
CUST-0293,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.04,979.82,No
CUST-0294,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1151.31,No
CUST-0295,Female,0,No,Yes,60,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,44.12,2646.43,No
CUST-0296,Female,1,No,Yes,28,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,53.78,1511.87,Yes
CUST-0297,Female,1,No,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.58,1966.95,Yes
CUST-0298,Male,0,No,Yes,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.48,629.58,No
CUST-0299,Male,0,No,Yes,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.45,986.65,No
CUST-0300,Female,1,Yes,No,70,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,45.38,3164.48,No
CUST-0301,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,74.25,886.24,No
CUST-0302,Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.98,4449.98,No
CUST-0303,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.1,1414.91,No
CUST-0304,Female,0,Yes,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.43,2853.14,No
CUST-0305,Female,0,No,No,66,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,72.62,4816.06,No
CUST-0306,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.84,447.04,Yes
CUST-0307,Female,1,No,Yes,57,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.63,3029.64,No
CUST-0308,Female,1,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.33,2438.41,No
CUST-0309,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,928.06,No
CUST-0310,Female,0,No,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.18,1273.89,No
CUST-0311,Female,1,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.31,1249.28,No
CUST-0312,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.62,476.6,No
CUST-0313,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,79.26,3307.58,No
CUST-0314,Male,1,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.47,1939.33,Yes
CUST-0315,Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,79.33,,No
CUST-0316,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,82.34,2307.45,No
CUST-0317,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.02,1657.96,No
CUST-0318,Male,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,83.06,2087.69,No
CUST-0319,Male,0,Yes,No,15,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,67.87,1006.54,No
CUST-0320,Female,0,No,No,24,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,50.41,1218.66,No
CUST-0321,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.8,1956.03,No
CUST-0322,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),47.97,1275.57,No
CUST-0323,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,53.96,3871.5,No
CUST-0324,Female,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),47.79,2652.83,No
CUST-0325,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,75.63,4831.04,No
CUST-0326,Female,1,No,No,40,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),49.5,1984.12,Yes
CUST-0327,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.62,1279.09,No
CUST-0328,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.53,3678.94,No
CUST-0329,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),83.64,2340.68,No
CUST-0330,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,71.13,1289.99,No
CUST-0331,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),65.86,4290.29,No
CUST-0332,Male,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.07,1283.98,No
CUST-0333,Female,0,No,No,44,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.56,2479.6,No
CUST-0334,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.21,795.25,No
CUST-0335,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.19,50.62,Yes
CUST-0336,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,176.66,No
CUST-0337,Male,1,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,72.67,3761.18,No
CUST-0338,Male,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),57.46,2587.89,No
CUST-0339,Female,0,No,Yes,29,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),61.76,1794.0,No
CUST-0340,Female,0,Yes,No,56,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),60.95,3423.25,No
CUST-0341,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.55,1340.15,Yes
CUST-0342,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.44,1260.48,No
CUST-0343,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),75.91,3583.02,No
CUST-0344,Female,1,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.74,1724.41,No
